0,1,2
胎儿 怀孕,结石 医院 尿检 泌尿系 检查 治疗,0
晚孕,腰椎 病变 椎体 骨关节 增生 椎间盘 神经 血管 头晕 不适 症状 胶原蛋白 诊断 甘露醇 氟桂利嗪 药物 治疗,0
痔疮 症状 肛门 痔疮膏 缓解 痔疮 防治,疾病 痔疮 预防 人体 盆腔 充血 预防 痔疮 痔疮 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 治疗 手术 内痔 外痔 混合痔 症状,1
手术 治疗 治疗 痔疮 治疗 痔疮 便秘 痔疮,肛门 脱出 肛门 外痔 治疗 痔疮膏 治疗 手术 治疗,1
睡眠 营养 消化,痛经 疼痛 不适 原发性 继发性 妇科 临床 检查 盆腔 器官 原发性 痛经 痛经 继发性痛经 生殖 器官 病变 子宫内膜 肿瘤 痛经 治疗 缓解 医院 检查 痛经,0
血压 高压 低压,卫生,0
血压 血压 血压,肩周炎 症状 医院 骨科 疾病 治疗 治疗 治疗 康复 治疗,0
精神,外痔 肛门 疼痛 不规则 外痔 排便,0
精液,肛裂 患者 便血 疼痛 症状 手术 治疗 愈合 手术,0
祛斑 乳剂 皮肤,高危 羊水 羊水,0
血压 高压 低压,乳腺 增生 良性 病变,0
怀孕 预防 痔疮 发作 治疗,怀孕 九华痔疮栓 缓解 症状 治疗,1
腰椎 坐骨神经 麻木 症状 医院 骨外科 手术 治疗,呼吸,0
痔疮 出血 痔疮 治疗 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗 肛门 意识 肛门 括约肌,症状 肛裂 痔疮 医院 肛肠科 检查 诊断 排便 便秘 肛门 卫生 肛门 感染,1
腰椎 药物 治疗 治疗 手术 治疗,羊水 混浊 胎粪 胎儿 缺氧 胎儿 胎粪 吸入性肺炎 胎儿 发育 妊娠,0
月经 失调 内分泌 失调 炎症 激素 B超 检查 治疗,怀孕 月经 临床 内分泌 月经 子宫内膜炎 子宫内膜 病变 月经 治疗 月经 检查 B超 性激素 病因 治疗 调经 中药,1
高血压 糖尿病 动脉硬化,症状 口干 口臭 中药 治疗 栀子 黄芩 连翘 木通,0
营养 体重,皮肤 治疗 祛风 药物 祛风 活血 治疗 针灸 治疗 治愈,0
治疗,脂肪肝 脂肪,0
医院,人体 免疫力 厌食 人体 免疫力,0
痔疮 痔疮 医院 肛肠科 治疗,血压 低压 高压,0
人体 骨骼 发育 下肢 长骨 身高 长骨 软骨细胞 人体 骨骼 紫外线 体内 吸收 骨骼 睡眠,过敏性哮喘 患者 过敏 患者 鼻涕 流泪 症状,0
羊水 混浊 胎粪 胎儿 缺氧 胎儿 胎粪 吸入性肺炎 胎儿 发育 妊娠,颈椎病 症状 疼痛 头痛 头晕,0
知柏地黄丸 左归丸 治疗 生理,孕妇 感冒 喷嚏 流涕 咳嗽 症状,0
剖宫产 分娩 胎儿 窒息,肝胆湿热 症状 知柏地黄丸 知柏地黄丸 湿热 化生,0
排便 排便 卫生 排便 肠道 排便 痔疮 肛门 皮肤,排便 排便 卫生 排便 肠道 排便 痔疮 肛门 皮肤,1
头晕 四肢 临床 慢性 疾病 低血压 治疗 低血压 营养 处方 中药 治疗,头晕 四肢 临床 慢性 疾病 低血压 治疗 低血压 营养 处方 中药 治疗,1
症状 症状 手术 治疗 药物 治疗,羊水 发育 妊娠,0
出血 流产 流产 医院 检查 B超 保胎 治疗 治疗 外阴 感染,药物 流产 医院 感染 药物 流产 卫生 避孕 药物 流产 子宫 创伤 阴道 感染 盆浴,1
晚孕,心血管 疾病 心肌 病变 症状 医院 心电图 检查 病因 药物 治疗,0
妊娠 晚期 羊水过少 羊水 怀孕 医院,骨折 关节 恢复 关节 恢复 恢复,0
接触 感冒,慢性病 脑卒中 心力衰竭 慢性肾脏病 并发症 低盐饮食 脂肪 波依定 硝苯地平缓释片 口服 血压,0
精神,怀孕 胎儿 营养 发育 蛋白质 营养,0
癫痫 患者 症状 遗传 症状性癫痫 皮层 抑制 发作 癫痫 发作 治疗 中药 治疗 激素 病人 治疗 康复,癫痫 患者 治疗 神经 检查 癫痫 病因 治疗 药物 睡眠 感冒 发热 退热 癫痫 药物,1
口服,手术 肾癌 治疗 治疗 康复 肾癌 免疫 细胞 复发 死亡 疗法 肿瘤 细胞 免疫力 肿瘤 细胞 复发 肿瘤 患者 免疫力 肾癌 发病率 肾癌 患者 遗传,0
抽搐 发育,排卵 月经 卵子 卵巢 受精 精子 受精 卵子 排卵 排卵,0
感冒 咳嗽痰多 治疗,坐骨神经痛 病因 椎间盘 缓解 神经根 治疗 髓核 静脉 神经根 软组织 水肿,0
黄疸 体内 胆红素 新生儿 胆红素 胆红素,治疗 治疗 手术 治疗 治疗 针灸 药物 治疗 手术 治疗,0
避孕药 怀孕 月经 月经,畸形,0
检查 B超 检查 胎盘 羊水 胎儿 发育 检查 疾病,检查 B超 检查 胎盘 羊水 胎儿 发育 检查 疾病,1
妊娠 妊娠 妊娠 羊水 医院 检测 检查 胎儿 感染 流产,羊水 治疗 检查 妊娠,1
便秘 便秘 便秘 纤维素 润肠通便 便秘 预防 新清宁片,患者,0
症状 月经 体重 症状 医院 检查 触诊 甲状腺 甲状腺 甲状腺 医院 触诊 甲状腺 化验 甲状腺 检查 甲状腺,便秘,0
肠炎 药物 结肠 小肠 机能 食管 胆囊 医院 检查 治疗,肠炎 症状 症状 肠鸣 腹泻 腹痛 便秘 病变 药物 结肠 小肠 机能 食管 胆囊 腹泻 患者 症状 医院 检查 治疗,1
血压 高压 低压,痔疮 排便,0
痔疮 便秘 腹泻 内痔 出血 肛门 肿物 外痔 疼痛 痔疮 口服 槐角丸 治疗 肛门 防治 便秘 腹泻,痔疮 治疗 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,1
精神,巨细胞病毒 感染 黄疸 损害 巨细胞病毒 阳性 感染,0
检查 痛风 检查,羊水 混浊 胎粪 胎儿 缺氧 胎儿 胎粪 吸入性肺炎 胎儿 发育 妊娠,0
细菌 病毒 感染 不适 鼻塞 流涕 发烧 症状 临床 感冒 病毒 变异性 病毒 感染 医院 治疗,中医,0
白带 症状 阴道 阴道 子宫 子宫颈 前庭大腺 白带 妇科 疾病,阴道 白带 阴道炎 临床 外阴 瘙痒 医院 白带 诊断 治疗,1
癫痫 慢性 疾病 癫痫 患者 癫痫 癫痫 癫痫 患者 疾病 治疗 缓解 卡马西平 丙戊酸钠,感冒,0
便秘,检查 B超 诊治 胎盘,0
营养,发烧 病因 肺炎 传染病 发烧 症状 病毒 感染 发热 发烧,0
高危 羊水 羊水,中药 当归 莲须 仙灵脾 菟丝子 杜仲 金樱子 刺猬皮 牛膝 治疗 中药 肾脏 康复,0
坐骨神经痛 坐骨神经 病变 坐骨神经 外伤 腰椎 检查 腰椎,感冒,0
叶酸 营养 维生素,感冒 伤风 鼻病毒 鼻病毒 头痛 不适 畏寒 低热 结膜 鼻塞 流涕 咳嗽 病程 中耳炎 慢性 支气管炎 气喘 急性 发作 治疗 发热 头痛,0
痔疮 症状 瘙痒 便血 疼痛 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,发育,0
脂肪肝 脂肪,分娩,0
怀孕,治疗 视力 散光 视力 疲劳 矫正 矫正 矫正 矫正,0
治疗,怀孕 过敏 胎儿,0
腰肌劳损 腰椎 疼痛 不适 精神 不适 医院 检查,鲜竹沥 口服,0
疼痛 不适 症状 人体 遗传 疼痛,血压 高压 低压,0
川芎 当归 细辛 蜈蚣 白芷 防风 丹参 黄芪 三七 炙甘草,怀孕,0
保胎 治疗 恢复 怀孕 发育 孕囊 甲状腺 发育 治疗 怀孕,脾虚 失调,0
坐骨神经痛 坐骨神经 病变 坐骨神经 外伤 腰椎 检查 腰椎,便秘 胎儿 晚期 妊娠 胎儿 乙状结肠 便秘,0
充血 皮肤 充血 皮肤,疗法 疗程,0
颈椎 CT 检查 症状 医学 中医 中医 骨关节 脊柱 疾病 治疗 脊柱 骨关节 疾病 颈椎病 腰椎,空腹 血糖,0
症状 痔疮 痔疮 出血 炎症 充血 疼痛 不适 痔疮 便秘 便秘 马应龙痔疮膏,痔疮 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 症状 便血 疼痛 脱出 肛门 瘙痒 不适 便秘 手术 治疗 栓塞 激光,1
怀孕,痔疮 便秘 康复 药物 手术 治疗,0
疲劳综合征 疾病 中医 中医 中药 按摩 治疗,检查 羊水 羊水 羊水 羊水 检查 羊水 羊水 羊水,0
怀孕 怀孕 流产 胎儿,中医,0
晚孕,手术 肾癌 治疗 治疗 康复 肾癌 免疫 细胞 复发 死亡 疗法 肿瘤 细胞 免疫力 肿瘤 细胞 复发 肿瘤 患者 免疫力 肾癌 发病率 肾癌 患者 遗传,0
排卵 月经 卵子 卵巢 受精 精子 受精 卵子 排卵 排卵,耳鸣 病变 神经系统 疾病 耳鸣 医院 神经 内科 中医科 病因 治疗,0
检查 洗液 卫生,皮肤 发热 疫苗,0
口臭 肠胃病 幽门螺杆菌 感染 医院 尿素 呼气 阳性 幽门螺杆菌 治疗 口臭,中医,0
脾虚 失调,胎儿 损伤 检测 空腹 孕妇 静脉 孕妇 血清 羊水 检查 诊断 检查 神经管 高危 孕妇,0
湿疹,肺癌 治愈 患者 肺癌 肺癌 手术 治疗 手术 内科 治疗 中医 中药 治疗 治疗,0
药物 副反应,锁骨 骨折 手术 骨折 错位 临床 患者 骨折 错位 手术 手术 骨折 错位 手术 治疗,0
慢性 前列腺炎 治疗 野菊花栓 治疗 便秘,怀孕,0
医院 检查 检查,医院 检查,1
月经 怀孕 月经 怀孕,包皮 手术 伤疤 坏死 细胞,0
体温 低热 体温 医院 低热 慢性 疾病 临床 疾病 慢性 扁桃体炎 慢性 尿路感染 结核 慢性 感染性 疾病 低热 盗汗 午后潮热 体重 结核 体重 医院 检查 低热,怀孕,0
急性 诱因 医院,月经 月经 排卵,0
腰痛 症状 医院 检查 腰椎 骨质 增生 坐骨神经痛 理疗 推拿 按摩 治疗 腰肌劳损,病变 麻木 肌电图 肌肉 神经 肌肉 萎缩 医院 检查 腰椎 腰椎 检查 神经 肌电图 腰椎 病变 治疗 营养神经 药物,1
癫痫 发作 脑神经 治疗 癫痫 基因 恢复 大脑 再生 临床 治愈,肝脏,0
大脑,症状 痔疮 痔疮 出血 炎症 充血 疼痛 不适 痔疮 便秘 便秘 马应龙痔疮膏,0
咳嗽 发烧 肺炎 医院 检查 诊断 抗生素 治疗,咳嗽 支气管炎 感染 肺结核 疾病 艾滋病 呼吸 内科 检查 检查 炎症 治疗,1
诊断 接触 发热 咳嗽 感冒 发热 感冒 症状 药物 治疗,胎儿,0
四肢 血液 四肢 治疗 桂附地黄丸,排卵 月经 排卵 B超 监测 排卵 月经 月经,0
营养,扁桃体 炎症 呼吸道 病毒 感染 疱疹 感染 药物 感染 治疗 喷雾 疱疹 消退 口服液 药物 疱疹,0
口臭 症状 口臭 体内 毒素 治疗 消炎 抗菌 清热解毒 治疗,血管 动脉,0
精液 精子 器官 前列腺 精子 精子 精液 精子 精液 精液 精液 精液 精液 受精 精液 精液 精子,中医 药物 针灸 治疗,0
美洛昔康 移植 病人,月经 月经,0
B超 胎儿 体重 胎儿 体重 胎儿 体重 B超,痔疮 熊胆痔灵膏 口服 槐角丸 治疗,0
口臭 症状 口臭 体内 毒素 治疗 消炎 抗菌 清热解毒 治疗,发育 胎儿 检查,0
症状 消炎 消毒,营养 体重,0
大脑 萎缩 药物 脑复康,月经 排卵 月经 月经 检测 怀孕,0
怀孕 怀孕 精子 卵子 怀孕 月经 怀孕 月经 怀孕 怀孕 怀孕,四肢 麻木 血管 硬化 恢复,0
胎儿,湿疹 炉甘石洗剂 治疗,0
痔疮 痔疮 肛门 粘膜 静脉丛 曲张 便血 疼痛 排便 肛门 瘙痒 便秘 症状 手术 治疗 激光 手术,症状 痔疮 痔疮 出血 炎症 充血 疼痛 不适 痔疮 便秘 便秘 马应龙痔疮膏,1
怀孕 怀孕 胎儿 发育 B超 检查 胎儿 检查,中医,0
痔疮 直肠 静脉丛 淤血 静脉丛 扩张 静脉 症状 便血 疼痛 肛门 治疗 药物 治疗 阴道 出血 宫颈 病变 慢性 宫颈炎 妇科 检查,内痔 扩张 直肠 出血 排便 出血 口服 槐角丸 治疗 手术 治疗,1
痔疮 痔疮 症状 出血 脱出 疼痛 痔疮 口服 中药 槐角丸 马应龙麝香痔疮膏 治疗,痔疮 症状 瘙痒 便血 疼痛 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,1
过敏性哮喘 患者 过敏 患者 鼻涕 流泪 症状,腰椎 检查,0
阿司匹林,便秘 胎儿 晚期 妊娠 胎儿 乙状结肠 便秘,0
胎盘 胎儿,便秘 便秘 排便 按摩,0
胎儿 怀孕,口臭 口臭 毒素 口腔 卫生,0
症状 葡萄糖酸钙片,发育,0
肺癌 治愈 患者 肺癌 肺癌 手术 治疗 手术 内科 治疗 中医 中药 治疗 治疗,精神,0
月经 月经,染色体 治疗,0
化验 精液 化验,腰椎 理疗 手术 治疗 治疗,0
手术 治疗 治疗 痔疮 治疗 痔疮 便秘 痔疮,症状 痔疮 手术 治疗 药物 治疗,1
便秘,麻木 糖尿病 药物 神经炎 脑血管 疾病 颈椎病 血管 疾病 麻木 治疗 病因 治疗 医院 神经 内科 检查 病因 治疗 颈椎病,0
呼吸,颈椎病 骨外科 CT 检查 颈复康颗粒 全天麻胶囊 治疗 针灸 按摩 物理疗法 理疗,0
呕吐 检查 幽门 梗阻 上消化道造影 诊断 幽门 梗阻 消化 吸收 吸收,疱疹,0
直肠 疾病 痔疮 肛裂 出血 出血 医院,痔疮 直肠 静脉丛 淤血 静脉丛 扩张 静脉 症状 便血 疼痛 肛门 治疗 药物 治疗 阴道 出血 宫颈 病变 慢性 宫颈炎 妇科 检查,1
粘膜 皮肤,睡眠 癫痫 睡眠 发作 癫痫 睡眠 癫痫 临床 发作 睡眠 癫痫 发作性睡病 睡眠 精神不振 治疗 癫痫 治疗 胎记 治疗 癫痫 症状 患者 医院 检查 治疗 治疗,0
肝功能 肝功能 药物 治疗,孕妇 感冒 喷嚏 流涕 咳嗽 症状,0
排卵 避孕 月经 怀孕,月经 月经 排卵 避孕 怀孕 营养,1
肩周炎 症状 医院 骨科 疾病 治疗 治疗 治疗 康复 治疗,阳性 怀孕 溶血 体内 怀孕 体内 抗体 胎儿 溶血,0
呼吸 胎儿 发育 诊断 胎儿 先天性 畸形 先天性 心脏 疾病 检查 空腹,脾虚 失调,0
怀孕 月经 临床 内分泌 月经 子宫内膜炎 子宫内膜 病变 月经 治疗 月经 检查 B超 性激素 病因 治疗 调经 中药,月经 月经 月经 怀孕 月经 月经 药物 医院 化验 人绒毛膜促性腺激素 怀孕,1
治疗,治疗,1
鞘膜积液 疝气 医院 泌尿 外科 诊断 治疗 睾丸鞘膜积液 吸收 疝气 恢复 咳嗽 便秘,鞘膜积液 疝气 医院 泌尿 外科 诊断 治疗 睾丸鞘膜积液 吸收 疝气 恢复 咳嗽 便秘,1
大脑,剖宫产 分娩 胎儿 窒息,0
咳嗽 发烧 肺炎 医院 检查 诊断 抗生素 治疗,咳嗽 支气管炎 感染 肺结核 疾病 艾滋病 呼吸 内科 检查 检查 炎症 治疗,1
感冒 症状 阿奇霉素片 感冒 胶囊 口服 治疗,高危 羊水 羊水,0
排卵 月经 卵子 受精 精子 卵子 排卵 月经 怀孕,患者 症状 综合症,0
怀孕 月经 月经 排卵 排卵 月经 月经 怀孕,美洛昔康 移植 病人,0
咳嗽 疫苗,肾脏 发育 异位 肾发育不全 腰痛 高血压,0
颈椎病 症状 疼痛 头痛 头晕,妊娠 分娩 分娩 新生儿 发育 妊娠 分娩 早产 新生儿 发育 发育 新生儿 呼吸 剖宫产 手术,0
怀孕 出生率,脾虚 失调,0
骨折,慢性胃炎 幽门螺杆菌 感染 感染 治疗 尿素 呼气 感染 治疗 克拉霉素 治疗 尿素 呼气,0
检查 怀孕 医院 妇科 B超 检查 治疗,呼吸,0
糖尿病 并发症 视网膜 病变 视力 出血 白内障 青光眼 医院 并发症 治疗,婴儿,0
检查 怀孕 检查 营养 检查,流产 保胎 治疗 营养 B超 检查,1
怀孕,口服 清热解毒 板蓝根 复方 抗生素 阿莫西林 治疗 检测 体温 治疗 中药,0
患者 肝硬化 患者 蛋白质 蛋白质 患者 口服 消化 吸收 氨基酸 血浆,接触,0
分娩 宫颈 症状 症状 腹痛 症状,脂肪肝 脂肪,0
便血 肛裂 痔疮 痔疮 肛肠科 症状 手术 治疗,发烧,0
免疫系统 并发症,阳虚 金匮肾气丸 右归丸 治疗 肾脏,0
羊水 胎儿 缺氧 胎儿 缺氧,CT 检查 治疗 康复 理疗 治疗 营养神经 药物 活血化瘀 药物 针灸 治疗 康复 治疗 恢复 患者 检查 部位 针灸 疗法 治疗 患者,0
椎间盘 劳损 变性 纤维环 髓核 脱出 脊髓 症状 治疗 按摩 针灸 理疗 中药 治疗 扭伤 疲劳,腰椎 治疗 按摩 针灸 理疗 药物 缓解 症状 髓核 复位 骨科 检查 手术 治疗 理疗,1
怀孕,手术 脂肪 手术 出血 创伤 恢复 临床 肌肉 神经 肌肉 体内 脂肪细胞 体外 人体 脂肪细胞 药物,0
恢复 恢复,中药 咳嗽 支气管炎 支气管 肺炎 中药 治疗,0
排卵 排卵 月经 避孕 怀孕,水肿,0
乳房 月经 排卵 激素 症状 乳房 医院 外科 乳腺 B超 检查 诊断 治疗,乳房 月经 排卵 激素 症状 乳房 医院 外科 乳腺 B超 检查 诊断 治疗,1
腰椎 治疗 治疗 腰椎 椎间盘,怀孕 孕妇 胎儿 孕妇 贫血 胎儿 贫血 胎儿 早产 缺氧 贫血 感染,0
感冒,痔疮 直肠 静脉丛 淤血 症状 便血 疼痛 肛门 治疗 口服 左氧氟沙星 甲硝唑 槐角丸 手术 治疗 手术 治疗 复发,0
萎缩纹 按摩 淋浴 体温 皮肤 弹性 营养 体重 激光 治疗,孕妇 感冒 喷嚏 流涕 咳嗽 症状,0
避孕药 怀孕 月经 月经,瘫痪 损伤 发育 综合征 肩关节 腕关节 下肢 大腿 髋关节 大腿 外展 膝关节 髋关节,0
孕妇 胎儿 胎儿 窒息,肾结石 医院 检查 诊断 治疗,0
复发 患者 精神 诱因 人体 部位 真菌 感染 手足癣 表皮 角质层 疼痛,婴儿,0
过敏 口服 氧化锌 软膏 治疗 皮肤 皮肤,症状 颈椎病,0
医院 检查 检查 治疗 治疗 治疗,脾虚 失调,0
B超 胎儿 体重 胎儿 体重 胎儿 体重 B超,口干 症状 中药 中医 刮痧 疗法,0
腰椎 治疗 康复 治疗 手术 治疗 康复 治疗 疗法 手术 治疗 康复 治疗 腰椎 症状,感冒 抵抗力,0
高危 羊水 羊水,器官 疾病 医院 检查 治疗,0
脾虚 消化 补脾益肠丸,皮炎 症状 治疗,0
人体 直肠 粘膜 肛管 皮肤 静脉丛 扩张 痔疮 医学 痔疮 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 脱出 疼痛 医院 检查 治疗,内痔 肛门 肛管 皮肤 粘膜 静脉丛 曲张 血液 缺血 坏死 治愈,1
包皮 手术,便秘,0
腰椎 疼痛 腰椎 骨科 检查 诊断 治疗,腰椎 理疗 手术 治疗 治疗,1
胎儿 胎儿 胎位,痔疮 排便,0
注射,便秘 排便 维生素 纤维素 消化,0
妇科 感染 检查 疼痛 医院 B超 检查 月经 白带 消化系统 疾病 肠镜 检查,妇科 炎症 白带 检查 炎症 阴道,1
症状 健脾 补脾益肠丸 肠炎宁胶囊 消化,胃肠道 吸收 腹胀 症状 口服 口服液 治疗,1
便血 肛裂 开塞露 肛裂,肛裂 患者 便秘 肛门 充血 肛裂 治疗 消化 治疗,1
脓肿 肛肠科 检查,怀孕,0
检查 血压 血糖 高血压 糖尿病 呼吸 检查 心脏 疾患,中药,0
过敏性哮喘 患者 过敏 患者 鼻涕 流泪 症状,羊水 发育 妊娠,0
感冒,口服 槐角丸 痔疮膏 治疗 手术 治疗 医院 治疗,0
检查 贫血 肝功能 吸收 吸收 肝脏 吸收,神经炎 麻木 神经炎 症状,0
肾功能 失调 色素斑 预防 乳腺 增生 生脉饮 口服液 阿胶口服液 冲剂 恢复,怀孕,0
营养 营养 营养,疼痛 肩周炎 乳腺 疾病 症状 乳房,0
B超 胎儿 体重 胎儿 体重 胎儿 体重 B超,治疗,0
胎儿 胎儿 胎位,呼吸道 感染 炎症 强力枇杷露 治疗 肺炎 润肺止咳 换气 急性 扁桃体炎 抵抗力 感染 细菌 病毒 起病 症状 畏寒 发热 头痛 症状 慢性 扁桃体炎 急性 扁桃体炎 发作,0
医院 骨科,细菌 感染 发热 鼻塞 流涕 咳嗽 咳痰 治疗 口服 阿莫西林 化痰 药物,0
痔疮 手术 治疗 肛门 按摩 痔疮 康复 金霉素 痔疮膏 肛门 肛门 痔疮 吸收 痔疮 医院 消化 痔疮 医院,痔疮 直肠 静脉丛 淤血 症状 便血 疼痛 肛门 治疗 口服 左氧氟沙星 甲硝唑 槐角丸 手术 治疗 手术 治疗 复发,1
早泄 症状 中医,胎盘 胎儿,0
血压 低血压 血压 贫血 贫血 检查 血常规 红细胞 血红蛋白,治疗,0
血糖 胰岛素 分泌 激素 吸收 肝脏 紊乱 药物 医院 检查 治疗,血糖 胰岛素 分泌 激素 吸收 肝脏 紊乱 药物 医院 检查 治疗,1
过敏性哮喘 患者 过敏 患者 鼻涕 流泪 症状,体内 脂肪 生理 脂肪 脂肪 体重 肌肉,0
血糖 空腹 血糖 正常值 血糖,锁骨 骨折 手术 骨折 错位 临床 患者 骨折 错位 手术 手术 骨折 错位 手术 治疗,0
排卵 月经 卵子 卵巢 受精 精子 受精 卵子 排卵 排卵,流泪 丛集性头痛 消炎痛 治疗 医院 神经 内科 检查 治疗,0
